/////////////////////////////////////////////////////////////////////////////////
/// Profile Data Ascii Dump (XRD)                                             ///
/////////////////////////////////////////////////////////////////////////////////

  Group     : NEOPLASIAS
  Data      : H15131 PA03
  File Name : H15131 PA03.RAW

# Profile Datafile
          Sample Name         = H15131 PA03 
          comment             = ADENOMA/ADIPOSO ESTRANHO 
          date & time         = 16-08-27 10:41:04 

# Measurement Condition
    X-ray tube
          target              = Cu 
          voltage             = 40.0 (kV)
          current             = 20.0 (mA)
    Slits
          divergence slit     = 1.00000 (deg) 
          scatter slit        = 1.00000 (deg) 
          receiving slit      = 0.30000 (mm)  
    Scanning
          drive axis          = Theta-2Theta 
          scan range          =    6.000 -   75.900 
          scan mode           = Continuous Scan 
          scan speed          =   1.0000 (deg/min) 
          sampling pitch      =   0.3000 (deg) 
          preset time         =  18.00 (sec) 

# Data      [ Total No. = 234 ]
  <2Theta>   <   I   >
     6.0000      4886
     6.3000      4754
     6.6000      4702
     6.9000      4504
     7.2000      4414
     7.5000      4408
     7.8000      4434
     8.1000      4398
     8.4000      4428
     8.7000      4486
     9.0000      4508
     9.3000      4626
     9.6000      4678
     9.9000      4696
    10.2000      4748
    10.5000      4750
    10.8000      4902
    11.1000      5012
    11.4000      5176
    11.7000      5390
    12.0000      5484
    12.3000      5692
    12.6000      5986
    12.9000      6168
    13.2000      6256
    13.5000      6610
    13.8000      7010
    14.1000      7232
    14.4000      7674
    14.7000      8178
    15.0000      8918
    15.3000      9416
    15.6000     10232
    15.9000     10952
    16.2000     11938
    16.5000     13244
    16.8000     14312
    17.1000     15568
    17.4000     17256
    17.7000     18282
    18.0000     20080
    18.3000     21700
    18.6000     23282
    18.9000     24818
    19.2000     26152
    19.5000     26898
    19.8000     27320
    20.1000     27322
    20.4000     26600
    20.7000     25934
    21.0000     24638
    21.3000     23756
    21.6000     22480
    21.9000     21232
    22.2000     20318
    22.5000     19044
    22.8000     17988
    23.1000     17154
    23.4000     16366
    23.7000     15694
    24.0000     15106
    24.3000     14816
    24.6000     14458
    24.9000     13662
    25.2000     13408
    25.5000     12798
    25.8000     12680
    26.1000     12082
    26.4000     12258
    26.7000     11718
    27.0000     11432
    27.3000     11334
    27.6000     11120
    27.9000     10866
    28.2000     10744
    28.5000     10324
    28.8000     10316
    29.1000     10214
    29.4000      9922
    29.7000      9860
    30.0000      9626
    30.3000      9536
    30.6000      9560
    30.9000      9280
    31.2000      9202
    31.5000      9146
    31.8000      8946
    32.1000      8746
    32.4000      8348
    32.7000      8538
    33.0000      8394
    33.3000      8188
    33.6000      7936
    33.9000      8070
    34.2000      7992
    34.5000      7892
    34.8000      8046
    35.1000      7710
    35.4000      7850
    35.7000      7762
    36.0000      7916
    36.3000      7806
    36.6000      7792
    36.9000      7766
    37.2000      7654
    37.5000      7814
    37.8000      7770
    38.1000      7684
    38.4000      7706
    38.7000      7894
    39.0000      7754
    39.3000      7758
    39.6000      7950
    39.9000      7662
    40.2000      7782
    40.5000      7590
    40.8000      7698
    41.1000      7810
    41.4000      7812
    41.7000      7612
    42.0000      7486
    42.3000      7390
    42.6000      7434
    42.9000      7512
    43.2000      7392
    43.5000      7114
    43.8000      6978
    44.1000      6920
    44.4000      6926
    44.7000      6712
    45.0000      6552
    45.3000      6508
    45.6000      6496
    45.9000      6210
    46.2000      6112
    46.5000      5930
    46.8000      5928
    47.1000      5802
    47.4000      5764
    47.7000      5548
    48.0000      5500
    48.3000      5326
    48.6000      5226
    48.9000      5210
    49.2000      5078
    49.5000      4948
    49.8000      4880
    50.1000      4878
    50.4000      4754
    50.7000      4802
    51.0000      4554
    51.3000      4434
    51.6000      4462
    51.9000      4262
    52.2000      4230
    52.5000      4282
    52.8000      4126
    53.1000      4038
    53.4000      3978
    53.7000      4024
    54.0000      3926
    54.3000      3972
    54.6000      3916
    54.9000      3716
    55.2000      3710
    55.5000      3742
    55.8000      3704
    56.1000      3740
    56.4000      3652
    56.7000      3686
    57.0000      3528
    57.3000      3516
    57.6000      3392
    57.9000      3520
    58.2000      3440
    58.5000      3334
    58.8000      3358
    59.1000      3346
    59.4000      3224
    59.7000      3274
    60.0000      3248
    60.3000      3124
    60.6000      3158
    60.9000      3096
    61.2000      3048
    61.5000      3046
    61.8000      3104
    62.1000      3114
    62.4000      2998
    62.7000      2970
    63.0000      2936
    63.3000      3034
    63.6000      2898
    63.9000      2852
    64.2000      2928
    64.5000      2920
    64.8000      2928
    65.1000      2826
    65.4000      2886
    65.7000      2916
    66.0000      2920
    66.3000      2818
    66.6000      2846
    66.9000      2638
    67.2000      2776
    67.5000      2698
    67.8000      2728
    68.1000      2710
    68.4000      2680
    68.7000      2710
    69.0000      2762
    69.3000      2710
    69.6000      2630
    69.9000      2710
    70.2000      2674
    70.5000      2576
    70.8000      2624
    71.1000      2618
    71.4000      2528
    71.7000      2636
    72.0000      2690
    72.3000      2678
    72.6000      2600
    72.9000      2488
    73.2000      2540
    73.5000      2596
    73.8000      2614
    74.1000      2608
    74.4000      2542
    74.7000      2490
    75.0000      2520
    75.3000      2586
    75.6000      2472
    75.9000      2498
